iter	Logloss
365	0.118285791
366	0.1178726227
367	0.1172161877
368	0.1167494247
369	0.1162310039
370	0.1159666206
371	0.115497094
372	0.1150311931
373	0.1145358258
374	0.1142089783
375	0.1139978118
376	0.1136407184
377	0.1135098613
378	0.1131326905
379	0.1127132392
380	0.1124447223
381	0.112202802
382	0.1120235585
383	0.1116313888
384	0.1113144855
385	0.1108321448
386	0.1104513601
387	0.1101245835
388	0.10993725
389	0.1095207749
390	0.1092403533
391	0.1090248406
392	0.1087501825
393	0.1084244688
394	0.1080664305
395	0.1078444341
396	0.1074498078
397	0.1071975182
398	0.1070222783
399	0.1067988646
400	0.1065030071
401	0.1062696847
402	0.1058905062
403	0.1056718992
404	0.105265947
405	0.1048813594
406	0.1047468647
407	0.1044994055
408	0.103952463
409	0.103780778
410	0.1031896535
411	0.1028105695
412	0.1022698864
413	0.1021228611
414	0.1018093355
415	0.1016993235
416	0.1012662432
417	0.1009374116
418	0.1007022113
419	0.1005130944
420	0.1003018925
421	0.100122838
422	0.09981547732
423	0.09965958259
424	0.09915505054
425	0.09907925263
426	0.09892767453
427	0.09877704124
428	0.09831907093
429	0.09787572757
430	0.09774702584
431	0.09754503586
432	0.09732524791
433	0.09711381567
434	0.09683051833
435	0.09654570338
436	0.09631768371
437	0.09600737642
438	0.09573154313
439	0.0954935084
440	0.09533977494
441	0.0951779751
442	0.09490003959
443	0.09463986072
444	0.09440542221
445	0.09422798566
446	0.09396102773
447	0.09377769198
448	0.09361733299
449	0.09352199509
450	0.09341361282
451	0.09315565428
452	0.09289669187
453	0.09264984082
454	0.09244418378
455	0.09207824451
456	0.09195977632
457	0.09162058718
458	0.09149943217
459	0.09107171961
460	0.09083667287
461	0.09047379244
462	0.09041584566
463	0.09020875958
464	0.09004371194
465	0.08982371731
466	0.08970283984
467	0.08960032724
468	0.08940999394
469	0.08895468093
470	0.08882044611
471	0.0886059078
472	0.08853202314
473	0.08823190216
474	0.08803686249
475	0.08792051424
476	0.0877030588
477	0.08746364818
478	0.08720743164
479	0.08689354586
480	0.08669890184
481	0.08656796207
482	0.08646036518
483	0.08638635652
484	0.0860985713
485	0.08586321158
486	0.0857431313
487	0.08535174104
488	0.08512654991
489	0.08493351208
490	0.08470617149
491	0.0845935907
492	0.08436528168
493	0.08424431563
494	0.0841745114
495	0.08388748794
496	0.08369589095
497	0.08355820755
498	0.08311178172
499	0.08290513853
500	0.0827514464
501	0.08263044492
502	0.08236999442
503	0.08215861533
504	0.08193328249
505	0.0817116108
506	0.08164249747
507	0.08150427081
508	0.08118856035
509	0.08111231956
510	0.08094757898
511	0.08083630321
512	0.08063922038
513	0.0803753213
514	0.08022452267
515	0.0801152251
516	0.07988881162
517	0.07976387144
518	0.07961270079
519	0.07927003944
520	0.07909653569
521	0.07882234992
522	0.07871595767
523	0.07861857661
524	0.07852037473
525	0.07841842903
526	0.07805704259
527	0.07794847726
528	0.0776854049
529	0.07747266764
530	0.07735860466
531	0.07722484225
532	0.07699130722
533	0.07679183282
534	0.07670038638
535	0.07660645981
536	0.07653931878
537	0.07639973394
538	0.07627051846
539	0.07607501229
540	0.07600895781
541	0.07579659847
542	0.07566799713
543	0.07545248447
544	0.07507310518
545	0.07492575513
546	0.0748432195
547	0.07467430992
548	0.07453688635
549	0.07447635904
550	0.0742353068
551	0.07413476651
552	0.07390703619
553	0.07372095457
554	0.07362802005
555	0.07343440942
556	0.07321065914
557	0.0731156224
558	0.07287547955
559	0.07254592163
560	0.07244480854
561	0.0723635366
562	0.07218196648
563	0.07208153247
564	0.07178982036
565	0.07165574498
566	0.0715790554
567	0.07140660866
568	0.0712333234
569	0.07112693705
570	0.07104643868
571	0.07096174768
572	0.07066553588
573	0.07060916576
574	0.07051262913
575	0.07044273632
576	0.07031169026
577	0.07013867663
578	0.06998530928
579	0.0698943884
580	0.06980765424
581	0.06947705111
582	0.06935104801
583	0.06926132587
584	0.0689892187
585	0.06883085563
586	0.06859452158
587	0.06855330395
588	0.06822647419
589	0.06811641487
590	0.06807045544
591	0.06780992227
592	0.06770019364
593	0.06757505269
594	0.0674598323
595	0.06728500581
596	0.06696619517
597	0.06690022926
598	0.06681726255
599	0.06666381253
600	0.06659468739
601	0.06644718971
602	0.06634598214
603	0.06621320589
604	0.06613723083
605	0.06597782846
606	0.06578490282
607	0.06569885365
608	0.0655828597
609	0.06544700689
610	0.06530604026
611	0.06514712802
612	0.06510061352
613	0.06486893859
614	0.0647379693
615	0.06462486294
616	0.06455271439
617	0.06451619132
618	0.0644121493
619	0.06429313784
620	0.06411145552
621	0.06400953934
622	0.06388911066
623	0.06381852105
624	0.06377490005
625	0.06359886891
626	0.06331649867
627	0.06319322963
628	0.06296022015
629	0.06284418487
630	0.06274680971
631	0.06250103339
632	0.06247207477
633	0.06243785469
634	0.06236903071
635	0.06224331696
636	0.06220952205
637	0.06214771924
638	0.06208916423
639	0.0619981902
640	0.06185492058
641	0.06175903351
642	0.06150901733
643	0.06146654782
644	0.06136563551
645	0.06125361569
646	0.06119847384
647	0.0610949928
648	0.0610546137
649	0.06094547558
650	0.06073609242
651	0.06064887404
652	0.06055005213
653	0.06051906805
654	0.06046761098
655	0.06038358136
656	0.06034599537
657	0.06028787144
658	0.06022365934
659	0.06011685964
660	0.06002418494
661	0.05987949219
662	0.05982626949
663	0.05971187582
664	0.05955443395
665	0.05944957112
666	0.05942175809
667	0.05939536227
668	0.05928483645
669	0.05925593097
670	0.05916377002
671	0.05900212962
672	0.05881911274
673	0.05879898224
674	0.05877133455
675	0.05867053443
676	0.05863078127
677	0.05857843844
678	0.05850213269
679	0.05827751436
680	0.05814228158
681	0.05806448184
682	0.05788341956
683	0.05778795765
684	0.05769625139
685	0.0576089031
686	0.05751297469
687	0.05748620095
688	0.05739341406
689	0.05727779804
690	0.05720218319
691	0.0571829857
692	0.05706997973
693	0.05702862038
694	0.05681671574
695	0.05672399381
696	0.05666627142
697	0.05649432661
698	0.05640138028
699	0.05625111311
700	0.05614023298
701	0.05606032512
702	0.05595862743
703	0.0558498318
704	0.05564484203
705	0.05553954223
706	0.05535092141
707	0.05515349018
708	0.05509696652
709	0.05504956626
710	0.0549735971
711	0.05486771269
712	0.05478561994
713	0.05468424703
714	0.05459925487
715	0.05454863042
716	0.05450086403
717	0.05434949851
718	0.05425021601
719	0.05417978584
720	0.05415037842
721	0.05412371688
722	0.05396424956
723	0.05385075347
724	0.05380744544
725	0.0537713062
726	0.05371756976
727	0.05364998585
728	0.05361724205
729	0.0535546952
730	0.05348155458
731	0.0534416597
732	0.05341890734
733	0.05332899033
734	0.05325800508
735	0.05324135859
736	0.05316294472
737	0.05310072264
738	0.05307027593
739	0.05302847961
740	0.05291702078
741	0.05289624662
742	0.05275140624
743	0.05254943989
744	0.05246127669
745	0.05232078247
746	0.05230150231
747	0.05210949786
748	0.05198856725
749	0.0518859956
750	0.05172548307
751	0.05160924111
752	0.05154959366
753	0.05150919094
754	0.05130894888
755	0.0512451088
756	0.05118071955
757	0.05112463878
758	0.05094215927
759	0.05087141613
760	0.05066799713
761	0.05055865823
762	0.05048639157
763	0.05045126211
764	0.05033573466
765	0.05022422859
766	0.05009755231
767	0.05001082996
768	0.04994952908
769	0.0498863799
770	0.0496819216
771	0.04966736552
772	0.04959342181
773	0.04952851882
774	0.04944396364
775	0.04928229962
776	0.049207355
777	0.0491609645
778	0.04909412463
779	0.04892326342
780	0.04876235525
781	0.0486785264
782	0.0485980605
783	0.04850601765
784	0.04839241232
785	0.0483344803
786	0.04827967799
787	0.04820794574
788	0.04815730653
789	0.04803094322
790	0.04796655397
791	0.04789160639
792	0.0478286137
793	0.04768139651
794	0.04766892494
795	0.04764882987
796	0.04759005342
797	0.04753670081
798	0.04752051197
799	0.04742404915
800	0.04734059527
801	0.04720730232
802	0.04717559487
803	0.04712098742
804	0.04710145629
805	0.04702869656
806	0.04686786811
807	0.04677701809
808	0.04672964145
809	0.04668181011
810	0.04662409953
811	0.04651516513
812	0.04650109622
813	0.04648750858
814	0.04642352678
815	0.04636547076
816	0.04627869231
817	0.04619873425
818	0.04616038356
819	0.0461131693
820	0.04604766694
821	0.04590288561
822	0.04575645085
823	0.04570262583
824	0.04565681109
825	0.04551595075
826	0.04541468413
827	0.0452822858
828	0.04517086831
829	0.04514048359
830	0.04506924443
831	0.04499387464
832	0.04490394877
833	0.04486171547
834	0.0448255969
835	0.04480810894
836	0.04464630319
837	0.04459536577
838	0.04456374984
839	0.04448450335
840	0.04441699621
841	0.04438327807
842	0.04430537499
843	0.04418133829
844	0.04414986704
845	0.04410406706
846	0.04398543353
847	0.04392041243
848	0.0438578331
849	0.04382333843
850	0.043797666
851	0.04376885795
852	0.04373751071
853	0.04371153416
854	0.04366865425
855	0.04359529514
856	0.04355240342
857	0.04352968354
858	0.04346509942
859	0.0434192522
860	0.04338326354
861	0.0432496842
862	0.04320430052
863	0.04316587011
864	0.0431427221
865	0.04300454858
866	0.0429923014
867	0.04293212544
868	0.04291092021
869	0.04289780498
870	0.04279350609
871	0.04268245766
872	0.04263090906
873	0.04256682392
874	0.04251597212
875	0.04244259531
876	0.04242708851
877	0.04236767431
878	0.04223997644
879	0.04220484993
880	0.04215573128
881	0.04209226618
882	0.04204209937
883	0.04202995257
884	0.04195910609
885	0.04185014217
886	0.04176406348
887	0.04169309594
888	0.04157500273
889	0.04149650028
890	0.04148471665
891	0.04142033921
892	0.04136266997
893	0.04129231066
894	0.04127602733
895	0.04123721014
896	0.04119143968
897	0.04109006381
898	0.04102060208
899	0.04094099833
900	0.04081716831
901	0.04074283487
902	0.04069777302
903	0.04062119859
904	0.04061318832
905	0.04060119505
906	0.04057931664
907	0.04056438264
908	0.04052465015
909	0.04049269763
910	0.04042604968
911	0.04039774652
912	0.04037558171
913	0.04032087683
914	0.04028749823
915	0.04019897187
916	0.04014804331
917	0.04010913753
918	0.04007245798
919	0.04006170479
920	0.04005147124
921	0.04000066078
922	0.03995379493
923	0.0399117004
924	0.03983328653
925	0.03977862003
926	0.03976830381
927	0.03970452574
928	0.03960376401
929	0.03955673872
930	0.03951129894
931	0.03947407317
932	0.03935935768
933	0.03933160369
934	0.03924256063
935	0.03921773558
936	0.0391866334
937	0.03914993023
938	0.03911583711
939	0.03910331829
940	0.0390460565
941	0.03901381464
942	0.03897162267
943	0.03890847349
944	0.0388278393
945	0.03877838406
946	0.03872004754
947	0.03865215657
948	0.03862889046
949	0.03857145742
950	0.03850497777
951	0.03844201165
952	0.03839889258
953	0.03835256114
954	0.03829930891
955	0.03822307403
956	0.03818615827
957	0.0381415836
958	0.03811535903
959	0.03809023577
960	0.03807838127
961	0.03806769304
962	0.03805748607
963	0.03799543819
964	0.03789790064
965	0.03786105575
966	0.03781258075
967	0.03776940263
968	0.03770865093
969	0.03767532843
970	0.03762650503
971	0.03754091942
972	0.03751663468
973	0.03742655232
974	0.03738645962
975	0.03730851521
976	0.03726823945
977	0.03718341854
978	0.03714872901
979	0.03701683852
980	0.03694239583
981	0.03693156883
982	0.0368437186
983	0.03681101023
984	0.03671841821
985	0.0366806846
986	0.03665919592
987	0.0366220233
988	0.03658042184
989	0.03652636062
990	0.03644833058
991	0.03641563993
992	0.03634848118
993	0.03631449731
994	0.03625343854
995	0.03623122945
996	0.03620171869
997	0.03612581744
998	0.03608884559
999	0.03604726776
