Codigo Rude,Genero,Nivel,Curso,Gestion,Promedio,Reprobado,Primer_Anio,Reprobado_siguiente,Reprobaciones_acumuladas,Promedio_ultimos_3,Tendencia_promedio,Variabilidad_promedio,Años_en_sistema,Es_Estudiante_Nuevo,Promedio_global,Mejorando,Delta_promedio,Ratio_reprobacion,Volatilidad_rendimiento,Aceleracion_promedio,Probabilidad_Reprobacion,Nivel_Riesgo
5195000120228389,M,Primario,1ro A,2024,77,0,2024,,0,77.0,0.0,0.0,1,1,77.0,0.0,0.0,0.0,0.0,0.0,0.04374303757708262,Bajo
5195000120228639,F,Primario,2do A,2024,51,1,2023,,1,51.0,0.0,0.0,1,0,51.0,0.0,0.0,1.0,0.0,0.0,0.19423788741722683,Bajo
5195000120228999,M,Primario,1ro A,2024,70,0,2024,,0,70.0,0.0,0.0,1,1,70.0,0.0,0.0,0.0,0.0,0.0,0.061278175540154245,Bajo
5195000120229620,M,Primario,1ro A,2024,88,0,2024,,0,88.0,0.0,0.0,1,1,88.0,0.0,0.0,0.0,0.0,0.0,0.04374303757708262,Bajo
5195000120231363,F,Primario,1ro A,2024,77,0,2024,,0,77.0,0.0,0.0,1,1,77.0,0.0,0.0,0.0,0.0,0.0,0.04374303757708262,Bajo
5195000120232293,F,Primario,2do A,2024,57,0,2023,,0,57.0,0.0,0.0,1,0,57.0,0.0,0.0,0.0,0.0,0.0,0.5934123030760166,Alto
5195000120232469,F,Primario,1ro A,2024,94,0,2024,,0,94.0,0.0,0.0,1,1,94.0,0.0,0.0,0.0,0.0,0.0,0.04374303757708262,Bajo
5195000120232640,F,Primario,2do A,2024,55,1,2023,,1,55.0,0.0,0.0,1,0,55.0,0.0,0.0,1.0,0.0,0.0,0.2196429236191109,Bajo
5195000120233097,M,Primario,1ro A,2024,80,0,2024,,0,80.0,0.0,0.0,1,1,80.0,0.0,0.0,0.0,0.0,0.0,0.04374303757708262,Bajo
5195000120233256,F,Primario,1ro A,2024,71,0,2024,,0,71.0,0.0,0.0,1,1,71.0,0.0,0.0,0.0,0.0,0.0,0.061278175540154245,Bajo
5195000120233905,M,Primario,1ro A,2024,87,0,2024,,0,87.0,0.0,0.0,1,1,87.0,0.0,0.0,0.0,0.0,0.0,0.04374303757708262,Bajo
5195000120237869,F,Primario,1ro A,2024,90,0,2024,,0,90.0,0.0,0.0,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.04374303757708262,Bajo
5195000120239420,F,Primario,1ro A,2024,67,0,2024,,0,67.0,0.0,0.0,1,1,67.0,0.0,0.0,0.0,0.0,0.0,0.06439611131396951,Bajo
5195000120239927,F,Primario,1ro A,2024,55,1,2024,,1,55.0,0.0,0.0,1,1,55.0,0.0,0.0,1.0,0.0,0.0,0.11934901662265548,Bajo
519500012023999,M,Primario,1ro A,2024,79,0,2024,,0,79.0,0.0,0.0,1,1,79.0,0.0,0.0,0.0,0.0,0.0,0.04374303757708262,Bajo
519500012024471A,F,Primario,1ro A,2024,68,0,2024,,0,68.0,0.0,0.0,1,1,68.0,0.0,0.0,0.0,0.0,0.0,0.06439611131396951,Bajo
5195000120248712,M,Primario,1ro A,2024,77,0,2024,,0,77.0,0.0,0.0,1,1,77.0,0.0,0.0,0.0,0.0,0.0,0.04374303757708262,Bajo
5198007220204064,M,Primario,3ro A,2024,67,0,2024,,0,67.0,0.0,0.0,1,1,67.0,0.0,0.0,0.0,0.0,0.0,0.06439611131396951,Bajo
619500172013599,F,Secundaria,5to A,2024,68,0,2015,,0,68.0,0.0,0.0,1,0,68.0,0.0,0.0,0.0,0.0,0.0,0.026193466513325613,Bajo
61950019201288033,F,Secundaria,6to A,2024,67,0,2021,,0,67.0,0.0,0.0,1,0,67.0,0.0,0.0,0.0,0.0,0.0,0.039942468317606665,Bajo
619500392016021,M,Secundaria,1ro A,2024,84,0,2020,,0,84.0,0.0,0.0,1,0,84.0,0.0,0.0,0.0,0.0,0.0,0.005879112969738693,Bajo
704400342012153,M,Secundaria,6to A,2024,59,0,2019,,0,59.0,0.0,0.0,1,0,59.0,0.0,0.0,0.0,0.0,0.0,0.09599474982176577,Bajo
70900042201510,F,Secundaria,1ro A,2024,65,0,2024,,0,65.0,0.0,0.0,1,1,65.0,0.0,0.0,0.0,0.0,0.0,0.06496737022153545,Bajo
718800352012677,M,Secundaria,6to A,2024,70,0,2019,,0,70.0,0.0,0.0,1,0,70.0,0.0,0.0,0.0,0.0,0.0,0.02401265566116225,Bajo
718800352012682,M,Secundaria,6to A,2024,86,0,2019,,0,86.0,0.0,0.0,1,0,86.0,0.0,0.0,0.0,0.0,0.0,0.004369146360610703,Bajo
719500052017004,F,Primario,6to A,2024,85,0,2024,,0,85.0,0.0,0.0,1,1,85.0,0.0,0.0,0.0,0.0,0.0,0.04374303757708262,Bajo
719500122017049,M,Primario,6to A,2024,63,0,2019,,0,63.0,0.0,0.0,1,0,63.0,0.0,0.0,0.0,0.0,0.0,0.038935636045267306,Bajo
719500122018077,M,Primario,5to A,2024,64,0,2021,,0,64.0,0.0,0.0,1,0,64.0,0.0,0.0,0.0,0.0,0.0,0.03865971306673902,Bajo
719500122019073,M,Primario,4to A,2024,65,0,2023,,0,65.0,0.0,0.0,1,0,65.0,0.0,0.0,0.0,0.0,0.0,0.048327778258644344,Bajo
7195001620133155,M,Secundaria,5to A,2024,64,0,2019,,0,64.0,0.0,0.0,1,0,64.0,0.0,0.0,0.0,0.0,0.0,0.026842019640269634,Bajo
7195001620218578,F,Primario,4to A,2024,50,1,2022,,1,50.0,0.0,0.0,1,0,50.0,0.0,0.0,1.0,0.0,0.0,0.10973072654565576,Bajo
7195001720133587,F,Secundaria,6to A,2024,77,0,2024,,0,77.0,0.0,0.0,1,1,77.0,0.0,0.0,0.0,0.0,0.0,0.04374303757708262,Bajo
7195001920112722,M,Secundaria,5to A,2024,70,0,2015,,0,70.0,0.0,0.0,1,0,70.0,0.0,0.0,0.0,0.0,0.0,0.022665817694770923,Bajo
7195001920122423,M,Secundaria,2do A,2024,55,1,2024,,1,55.0,0.0,0.0,1,1,55.0,0.0,0.0,1.0,0.0,0.0,0.17495150294718867,Bajo
71950020201216,M,Secundaria,4to A,2024,93,0,2015,,0,93.0,0.0,0.0,1,0,93.0,0.0,0.0,0.0,0.0,0.0,0.004369146360610703,Bajo
7195002520226384,M,Primario,1ro A,2024,84,0,2024,,0,84.0,0.0,0.0,1,1,84.0,0.0,0.0,0.0,0.0,0.0,0.04374303757708262,Bajo
71950037201526,M,Secundaria,2do A,2024,58,1,2023,,1,58.0,0.0,0.0,1,0,58.0,0.0,0.0,1.0,0.0,0.0,0.14029435158901662,Bajo
7195004120135A,M,Secundaria,3ro A,2024,44,1,2020,,1,44.0,0.0,0.0,1,0,44.0,0.0,0.0,1.0,0.0,0.0,0.2990866370017505,Medio
719500412021779A,M,Primario,2do A,2024,72,0,2023,,0,72.0,0.0,0.0,1,0,72.0,0.0,0.0,0.0,0.0,0.0,0.03928502687609439,Bajo
7195004720141A,M,Secundaria,3ro A,2024,72,0,2023,,0,72.0,0.0,0.0,1,0,72.0,0.0,0.0,0.0,0.0,0.0,0.0328124844228091,Bajo
71950047201598,M,Secundaria,1ro A,2024,62,0,2023,,0,62.0,0.0,0.0,1,0,62.0,0.0,0.0,0.0,0.0,0.0,0.05074595671800207,Bajo
719500472016001,M,Primario,5to A,2024,72,0,2023,,0,72.0,0.0,0.0,1,0,72.0,0.0,0.0,0.0,0.0,0.0,0.0328124844228091,Bajo
719500632010624,M,Secundaria,6to A,2024,80,0,2015,,0,80.0,0.0,0.0,1,0,80.0,0.0,0.0,0.0,0.0,0.0,0.004369146360610703,Bajo
719500632011780,F,Secundaria,5to A,2024,73,0,2017,,0,73.0,0.0,0.0,1,0,73.0,0.0,0.0,0.0,0.0,0.0,0.020451254309842026,Bajo
719500632011957,F,Secundaria,6to A,2024,63,0,2019,,0,63.0,0.0,0.0,1,0,63.0,0.0,0.0,0.0,0.0,0.0,0.038935636045267306,Bajo
719500632012110A,M,Secundaria,5to A,2024,80,0,2019,,0,80.0,0.0,0.0,1,0,80.0,0.0,0.0,0.0,0.0,0.0,0.004369146360610703,Bajo
7195006320121315,M,Secundaria,6to A,2024,60,0,2019,,0,60.0,0.0,0.0,1,0,60.0,0.0,0.0,0.0,0.0,0.0,0.09273382587968253,Bajo
7195006320121444,F,Secundaria,5to A,2024,91,0,2015,,0,91.0,0.0,0.0,1,0,91.0,0.0,0.0,0.0,0.0,0.0,0.004369146360610703,Bajo
719500632012153,F,Secundaria,5to A,2024,63,0,2024,,0,63.0,0.0,0.0,1,1,63.0,0.0,0.0,0.0,0.0,0.0,0.07364822859080512,Bajo
7195006320123800,F,Secundaria,5to A,2024,62,0,2024,,0,62.0,0.0,0.0,1,1,62.0,0.0,0.0,0.0,0.0,0.0,0.06617645945121431,Bajo
719500632012613,M,Secundaria,6to A,2024,70,0,2024,,0,70.0,0.0,0.0,1,1,70.0,0.0,0.0,0.0,0.0,0.0,0.06247072752005403,Bajo
71950063201296A,M,Secundaria,5to A,2024,69,0,2015,,0,69.0,0.0,0.0,1,0,69.0,0.0,0.0,0.0,0.0,0.0,0.023299145516390014,Bajo
7195006320131054,M,Secundaria,5to A,2024,83,0,2020,,0,83.0,0.0,0.0,1,0,83.0,0.0,0.0,0.0,0.0,0.0,0.005879112969738693,Bajo
719500632013150,M,Secundaria,3ro A,2024,67,0,2021,,0,67.0,0.0,0.0,1,0,67.0,0.0,0.0,0.0,0.0,0.0,0.03773669492967057,Bajo
7195006320132539,F,Secundaria,3ro A,2024,59,0,2024,,0,59.0,0.0,0.0,1,1,59.0,0.0,0.0,0.0,0.0,0.0,0.12138332271494504,Bajo
719500632013299,F,Secundaria,2do A,2024,59,0,2021,,0,59.0,0.0,0.0,1,0,59.0,0.0,0.0,0.0,0.0,0.0,0.15098952644859864,Bajo
719500632013332,F,Secundaria,2do A,2024,62,0,2023,,0,62.0,0.0,0.0,1,0,62.0,0.0,0.0,0.0,0.0,0.0,0.061909011346975726,Bajo
719500632013577,F,Secundaria,3ro A,2024,56,1,2023,,1,56.0,0.0,0.0,1,0,56.0,0.0,0.0,1.0,0.0,0.0,0.3409982542144596,Medio
719500632013626,M,Secundaria,3ro A,2024,61,0,2023,,0,61.0,0.0,0.0,1,0,61.0,0.0,0.0,0.0,0.0,0.0,0.15519162983532875,Bajo
719500632013673,F,Secundaria,4to A,2024,76,0,2022,,0,76.0,0.0,0.0,1,0,76.0,0.0,0.0,0.0,0.0,0.0,0.005879112969738693,Bajo
719500632013722,M,Secundaria,4to A,2024,56,1,2023,,1,56.0,0.0,0.0,1,0,56.0,0.0,0.0,1.0,0.0,0.0,0.6611628283414742,Alto
719500632013951,F,Secundaria,4to A,2024,69,0,2022,,0,69.0,0.0,0.0,1,0,69.0,0.0,0.0,0.0,0.0,0.0,0.04207160392335432,Bajo
719500632013993,F,Secundaria,3ro A,2024,79,0,2020,,0,79.0,0.0,0.0,1,0,79.0,0.0,0.0,0.0,0.0,0.0,0.005879112969738693,Bajo
7195006320141066,M,Secundaria,3ro A,2024,85,0,2023,,0,85.0,0.0,0.0,1,0,85.0,0.0,0.0,0.0,0.0,0.0,0.005879112969738693,Bajo
719500632014163,F,Secundaria,3ro A,2024,51,1,2023,,1,51.0,0.0,0.0,1,0,51.0,0.0,0.0,1.0,0.0,0.0,0.12788830844870266,Bajo
719500632014275,F,Secundaria,2do A,2024,68,0,2015,,0,68.0,0.0,0.0,1,0,68.0,0.0,0.0,0.0,0.0,0.0,0.0763826227011969,Bajo
719500632014457,F,Secundaria,3ro A,2024,68,0,2023,,0,68.0,0.0,0.0,1,0,68.0,0.0,0.0,0.0,0.0,0.0,0.04718526044351246,Bajo
719500632014990,M,Secundaria,3ro A,2024,56,1,2016,,1,56.0,0.0,0.0,1,0,56.0,0.0,0.0,1.0,0.0,0.0,0.4816758677503268,Medio
7195006320151374,M,Secundaria,3ro A,2024,65,0,2023,,0,65.0,0.0,0.0,1,0,65.0,0.0,0.0,0.0,0.0,0.0,0.048327778258644344,Bajo
719500632015823,F,Secundaria,2do A,2024,84,0,2022,,0,84.0,0.0,0.0,1,0,84.0,0.0,0.0,0.0,0.0,0.0,0.005909959004575042,Bajo
719500632016005,M,Secundaria,2do A,2024,59,0,2022,,0,59.0,0.0,0.0,1,0,59.0,0.0,0.0,0.0,0.0,0.0,0.18339026623051408,Bajo
719500632016011,M,Secundaria,1ro A,2024,56,0,2024,,0,56.0,0.0,0.0,1,1,56.0,0.0,0.0,0.0,0.0,0.0,0.422905180838683,Medio
719500632016057,M,Secundaria,1ro A,2024,59,0,2019,,0,59.0,0.0,0.0,1,0,59.0,0.0,0.0,0.0,0.0,0.0,0.09098691860722391,Bajo
719500632016076,F,Secundaria,2do A,2024,60,0,2023,,0,60.0,0.0,0.0,1,0,60.0,0.0,0.0,0.0,0.0,0.0,0.1777442559305617,Bajo
719500632016084,F,Secundaria,1ro A,2024,75,0,2018,,0,75.0,0.0,0.0,1,0,75.0,0.0,0.0,0.0,0.0,0.0,0.007913537962927968,Bajo
719500632016086,M,Primario,5to A,2024,64,0,2020,,0,64.0,0.0,0.0,1,0,64.0,0.0,0.0,0.0,0.0,0.0,0.03865971306673902,Bajo
719500632017009,F,Primario,6to A,2024,74,0,2019,,0,74.0,0.0,0.0,1,0,74.0,0.0,0.0,0.0,0.0,0.0,0.009204950761845508,Bajo
719500632017028,F,Secundaria,1ro A,2024,68,0,2022,,0,68.0,0.0,0.0,1,0,68.0,0.0,0.0,0.0,0.0,0.0,0.04718526044351246,Bajo
719500632018085,M,Primario,6to A,2024,69,0,2024,,0,69.0,0.0,0.0,1,1,69.0,0.0,0.0,0.0,0.0,0.0,0.06306299974811745,Bajo
719500632018087,M,Primario,5to A,2024,59,0,2020,,0,59.0,0.0,0.0,1,0,59.0,0.0,0.0,0.0,0.0,0.0,0.1394148032598931,Bajo
719500632019008,F,Primario,4to A,2024,90,0,2024,,0,90.0,0.0,0.0,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.04374303757708262,Bajo
719500632019009,M,Primario,4to A,2024,85,0,2023,,0,85.0,0.0,0.0,1,0,85.0,0.0,0.0,0.0,0.0,0.0,0.005879112969738693,Bajo
719500632019012,F,Primario,4to A,2024,81,0,2021,,0,81.0,0.0,0.0,1,0,81.0,0.0,0.0,0.0,0.0,0.0,0.005879112969738693,Bajo
719500632019025,M,Primario,4to A,2024,71,0,2024,,0,71.0,0.0,0.0,1,1,71.0,0.0,0.0,0.0,0.0,0.0,0.061278175540154245,Bajo
719500632019062,F,Primario,5to A,2024,78,0,2024,,0,78.0,0.0,0.0,1,1,78.0,0.0,0.0,0.0,0.0,0.0,0.04374303757708262,Bajo
719500632019068,M,Primario,5to A,2024,59,0,2021,,0,59.0,0.0,0.0,1,0,59.0,0.0,0.0,0.0,0.0,0.0,0.1394148032598931,Bajo
719500632019081,M,Primario,4to A,2024,65,0,2021,,0,65.0,0.0,0.0,1,0,65.0,0.0,0.0,0.0,0.0,0.0,0.03865971306673902,Bajo
719500632020027,F,Primario,3ro A,2024,89,0,2022,,0,89.0,0.0,0.0,1,0,89.0,0.0,0.0,0.0,0.0,0.0,0.005879112969738693,Bajo
719500632020034,F,Primario,3ro A,2024,61,0,2022,,0,61.0,0.0,0.0,1,0,61.0,0.0,0.0,0.0,0.0,0.0,0.15519162983532875,Bajo
7195006320217805,M,Primario,3ro A,2024,82,0,2024,,0,82.0,0.0,0.0,1,1,82.0,0.0,0.0,0.0,0.0,0.0,0.04374303757708262,Bajo
7195006320221180,M,Primario,2do A,2024,71,0,2023,,0,71.0,0.0,0.0,1,0,71.0,0.0,0.0,0.0,0.0,0.0,0.05057733945451709,Bajo
7195006320222633,M,Primario,1ro A,2024,70,0,2024,,0,70.0,0.0,0.0,1,1,70.0,0.0,0.0,0.0,0.0,0.0,0.061278175540154245,Bajo
7195006320224487,M,Primario,2do A,2024,61,0,2023,,0,61.0,0.0,0.0,1,0,61.0,0.0,0.0,0.0,0.0,0.0,0.21433898702732754,Bajo
7195006320227355,F,Primario,1ro A,2024,74,0,2024,,0,74.0,0.0,0.0,1,1,74.0,0.0,0.0,0.0,0.0,0.0,0.04773471436607993,Bajo
7195006320236163,F,Primario,1ro A,2024,66,0,2024,,0,66.0,0.0,0.0,1,1,66.0,0.0,0.0,0.0,0.0,0.0,0.06439611131396951,Bajo
7195006820213855,F,Primario,2do A,2024,57,0,2023,,0,57.0,0.0,0.0,1,0,57.0,0.0,0.0,0.0,0.0,0.0,0.5934123030760166,Alto
719500692018032,F,Primario,6to A,2024,67,0,2024,,0,67.0,0.0,0.0,1,1,67.0,0.0,0.0,0.0,0.0,0.0,0.06576081619824733,Bajo
818700302017012,F,Secundaria,1ro A,2024,67,0,2018,,0,67.0,0.0,0.0,1,0,67.0,0.0,0.0,0.0,0.0,0.0,0.026193466513325613,Bajo
81890096201297A,M,Secundaria,5to A,2024,93,0,2016,,0,93.0,0.0,0.0,1,0,93.0,0.0,0.0,0.0,0.0,0.0,0.004369146360610703,Bajo
8195003920133654,M,Secundaria,4to A,2024,80,0,2015,,0,80.0,0.0,0.0,1,0,80.0,0.0,0.0,0.0,0.0,0.0,0.004369146360610703,Bajo
81950042201474,M,Secundaria,2do A,2024,65,0,2024,,0,65.0,0.0,0.0,1,1,65.0,0.0,0.0,0.0,0.0,0.0,0.07029945220016418,Bajo
819600022013955,F,Secundaria,2do A,2024,66,0,2024,,0,66.0,0.0,0.0,1,1,66.0,0.0,0.0,0.0,0.0,0.0,0.07085786126336992,Bajo
8196001120142086,F,Secundaria,4to A,2024,75,0,2015,,0,75.0,0.0,0.0,1,0,75.0,0.0,0.0,0.0,0.0,0.0,0.007913537962927968,Bajo
8196001320223665,M,Primario,2do A,2024,78,0,2024,,0,78.0,0.0,0.0,1,1,78.0,0.0,0.0,0.0,0.0,0.0,0.043758460594500795,Bajo
819600302017038,F,Primario,6to A,2024,70,0,2024,,0,70.0,0.0,0.0,1,1,70.0,0.0,0.0,0.0,0.0,0.0,0.06247072752005403,Bajo
819600302018045,F,Primario,6to A,2024,73,0,2024,,0,73.0,0.0,0.0,1,1,73.0,0.0,0.0,0.0,0.0,0.0,0.058869762833959546,Bajo
8196003020223140,M,Primario,2do A,2024,75,0,2024,,0,75.0,0.0,0.0,1,1,75.0,0.0,0.0,0.0,0.0,0.0,0.04703762531876091,Bajo
819600342019039,F,Primario,4to A,2024,64,0,2022,,0,64.0,0.0,0.0,1,0,64.0,0.0,0.0,0.0,0.0,0.0,0.048327778258644344,Bajo
819600602016039,M,Secundaria,1ro A,2024,62,0,2024,,0,62.0,0.0,0.0,1,1,62.0,0.0,0.0,0.0,0.0,0.0,0.06617645945121431,Bajo
819600842013134,F,Secundaria,6to A,2024,83,0,2020,,0,83.0,0.0,0.0,1,0,83.0,0.0,0.0,0.0,0.0,0.0,0.005879112969738693,Bajo
819600962015326,F,Secundaria,4to A,2024,79,0,2024,,0,79.0,0.0,0.0,1,1,79.0,0.0,0.0,0.0,0.0,0.0,0.04374303757708262,Bajo
8196011920121930,F,Secundaria,6to A,2024,62,0,2024,,0,62.0,0.0,0.0,1,1,62.0,0.0,0.0,0.0,0.0,0.0,0.06763834695253665,Bajo
819700282015269,F,Secundaria,2do A,2024,60,1,2024,,1,60.0,0.0,0.0,1,1,60.0,0.0,0.0,1.0,0.0,0.0,0.08630565514252606,Bajo
819700332020006,M,Primario,4to A,2024,61,0,2024,,0,61.0,0.0,0.0,1,1,61.0,0.0,0.0,0.0,0.0,0.0,0.11839929600987764,Bajo
8197011420209215,M,Primario,4to A,2024,76,0,2024,,0,76.0,0.0,0.0,1,1,76.0,0.0,0.0,0.0,0.0,0.0,0.04374303757708262,Bajo
819701242020009,F,Primario,3ro A,2024,71,0,2024,,0,71.0,0.0,0.0,1,1,71.0,0.0,0.0,0.0,0.0,0.0,0.061278175540154245,Bajo
819800762017044,M,Primario,6to A,2024,75,0,2020,,0,75.0,0.0,0.0,1,0,75.0,0.0,0.0,0.0,0.0,0.0,0.011252913059105583,Bajo
819801172019102,M,Primario,5to A,2024,61,0,2021,,0,61.0,0.0,0.0,1,0,61.0,0.0,0.0,0.0,0.0,0.0,0.12699812499091795,Bajo
819803102019069,F,Primario,4to A,2024,61,0,2022,,0,61.0,0.0,0.0,1,0,61.0,0.0,0.0,0.0,0.0,0.0,0.15519162983532875,Bajo
8198031020212321,M,Primario,2do A,2024,81,0,2023,,0,81.0,0.0,0.0,1,0,81.0,0.0,0.0,0.0,0.0,0.0,0.005909959004575042,Bajo
8198044020192828,F,Secundaria,4to A,2024,82,0,2024,,0,82.0,0.0,0.0,1,1,82.0,0.0,0.0,0.0,0.0,0.0,0.04374303757708262,Bajo
8198044020196661,F,Primario,6to A,2024,75,0,2024,,0,75.0,0.0,0.0,1,1,75.0,0.0,0.0,0.0,0.0,0.0,0.04676622623173415,Bajo
8198044020197903,M,Secundaria,3ro A,2024,63,0,2024,,0,63.0,0.0,0.0,1,1,63.0,0.0,0.0,0.0,0.0,0.0,0.07364822859080512,Bajo
8198047720215287,M,Primario,3ro A,2024,71,0,2024,,0,71.0,0.0,0.0,1,1,71.0,0.0,0.0,0.0,0.0,0.0,0.061278175540154245,Bajo
8198105720141613,F,Secundaria,2do A,2024,79,0,2017,,0,79.0,0.0,0.0,1,0,79.0,0.0,0.0,0.0,0.0,0.0,0.005909959004575042,Bajo
819812082016052,M,Secundaria,1ro A,2024,57,1,2023,,1,57.0,0.0,0.0,1,0,57.0,0.0,0.0,1.0,0.0,0.0,0.33060749509508164,Medio
819813482016015,F,Secundaria,2do A,2024,62,0,2023,,0,62.0,0.0,0.0,1,0,62.0,0.0,0.0,0.0,0.0,0.0,0.061909011346975726,Bajo
819813482016016,M,Secundaria,3ro A,2024,68,0,2023,,0,68.0,0.0,0.0,1,0,68.0,0.0,0.0,0.0,0.0,0.0,0.04718526044351246,Bajo
819814052018047,F,Primario,5to A,2024,70,0,2019,,0,70.0,0.0,0.0,1,0,70.0,0.0,0.0,0.0,0.0,0.0,0.022665817694770923,Bajo
8198144920201545,F,Primario,3ro A,2024,69,0,2023,,0,69.0,0.0,0.0,1,0,69.0,0.0,0.0,0.0,0.0,0.0,0.04207160392335432,Bajo
